SMILES_Source,SMILES
CSD_SMILES,CCC(C=Cc1ccc(F)cc1)=C(C#N)C#N
RDKit_SMILES_EXPL,[H]/[C]([C](=[C]([C]#[N])[C]#[N])[C]([H])([H])[C]([H])([H])[H])=[C](/[H])[C]1:[C]([H]):[C]([H]):[C]([F]):[C]([H]):[C]:1[H]
