SMILES_Source,SMILES
CSD_SMILES,COc1ccc(cc1)N([Cu]1[P](c2ccccc2)(c2ccccc2)c23c4c5c6c2[Fe]27893456c3c2c7c8(c93)[P]1(c1ccccc1)c1ccccc1)C(=O)C(F)(F)F
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]([PH]2([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])[Cu]([N]([C](=[O])[C]([F])([F])[F])[C]3:[C]([H]):[C]([H]):[C]([O][C]([H])([H])[H]):[C]([H]):[C]:3[H])[PH]([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])[C@]34:[C@]5([H]):[C@]6([H]):[C@]7([H]):[C@@]:3([H])[Fe]6754389%10[C@@]4([H]):[C@]3([H]):[C@]8([H]):[C@@]29:[C@]:4%10[H]):[C]([H]):[C]:1[H]
