SMILES_Source,SMILES
CSD_SMILES,I[Cu]1[S]=P(CP(=[S]1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]([P]2([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])=[SH][Cu]([I])[SH]=[P]([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])[C]2([H])[H]):[C]([H]):[C]:1[H]
