SMILES_Source,SMILES
CSD_SMILES,CC(=O)C1=CNC2=C3C4=C1[Fe]234(C#O)(C#O)C#O
RDKit_SMILES_EXPL,[H][C]1=[C]([C](=[O])[C]([H])([H])[H])[C@]2([H])=[C@@]3([H])[C@]4([H])=[C@]([H])([N]1[H])[Fe]432([C]#[O])([C]#[O])[C]#[O]
