SMILES_Source,SMILES
CSD_SMILES,CC#N[Ru+]12345(Br[Ru]6789(C#O)(N#CC)c%10c6c67C(C)(C)c71c2c3c4c57C(C)(C)c86c9%10)C#O
RDKit_SMILES_EXPL,[H][C]([H])([H])[C]#[N][Ru]12345([C]#[O])[Br][Ru+]6789([C]#[O])([N]#[C][C]([H])([H])[H])[C@]%10([H]):[C@@]6([H]):[C@@]76:[C@]8(:[C@@]:%109[H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C@@]17:[C@]2([H]):[C@]3([H]):[C@]4([H]):[C@]:75[C]6([C]([H])([H])[H])[C]([H])([H])[H]
