SMILES_Source,SMILES
CSD_SMILES,[H]1[Ru]2345678(Cl[Ru]9%10%11%12%1312([P+]3(c1ccccc1)c1ccccc1)c1(C)c9(C)c%10(C)c%11(C)c%12(C)c%131C)c1(C)c4(C)c5(C)c6(C)c7(C)c81C
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]([P+]2([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])[Ru]3456789([H][Ru]23%10%11%12%13%14([Cl]4)[C@]2([C]([H])([H])[H]):[C@@]%10([C]([H])([H])[H]):[C@@]%11([C]([H])([H])[H]):[C@@]%12([C]([H])([H])[H]):[C@@]%13([C]([H])([H])[H]):[C@]:2%14[C]([H])([H])[H])[C@]2([C]([H])([H])[H]):[C@@]5([C]([H])([H])[H]):[C@@]6([C]([H])([H])[H]):[C@@]7([C]([H])([H])[H]):[C@@]8([C]([H])([H])[H]):[C@@]:29[C]([H])([H])[H]):[C]([H]):[C]:1[H]
