SMILES_Source,SMILES
CSD_SMILES,[H]1c23ccccc2N=C2c4ccccc4[P](c4ccccc4)(c4ccccc4)[Co]132([P](C)(C)C)[P](C)(C)C
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]([PH]2([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])[C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[C]3=[N][C]4:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C@]:45[H][Co]352([PH]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[PH]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H]):[C]([H]):[C]:1[H]
