SMILES_Source,SMILES
CSD_SMILES,CC([NH2][Pt]1([NH2]C(C)c2ccccc12)N=C=O)c1ccccc1
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]([C@@]([H])([C]([H])([H])[H])[N]([H])([H])[Pt@SP2]2([N]=[C]=[O])[C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[C@@]([H])([C]([H])([H])[H])[N]2([H])[H]):[C]([H]):[C]:1[H]
