SMILES_Source,SMILES
CSD_SMILES,CC#N[Fe+2]123(N#CC)N(=CC[P]1(c1ccc(C)cc1)c1ccc(C)cc1)C(C(N2=CC[P]3(c1ccc(C)cc1)c1ccc(C)cc1)c1ccccc1)c1ccccc1
RDKit_SMILES_EXPL,[H][C]1=[N]2[C@]([H])([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])[C@@]([H])([C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[H])[N]3=[C]([H])[C]([H])([H])[PH]([C]4:[C]([H]):[C]([H]):[C]([C]([H])([H])[H]):[C]([H]):[C]:4[H])([C]4:[C]([H]):[C]([H]):[C]([C]([H])([H])[H]):[C]([H]):[C]:4[H])[Fe@OH29+2]23([N]#[C][C]([H])([H])[H])([N]#[C][C]([H])([H])[H])[PH]([C]2:[C]([H]):[C]([H]):[C]([C]([H])([H])[H]):[C]([H]):[C]:2[H])([C]2:[C]([H]):[C]([H]):[C]([C]([H])([H])[H]):[C]([H]):[C]:2[H])[C]1([H])[H]
