SMILES_Source,SMILES
CSD_SMILES,COc1ccccc1C#CC(=C1N(c2ccccc2)S(=O)(=O)c2ccccc12)[Si](C)(C)C
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]([N]2/[C](=[C](/[C]#[C][C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[O][C]([H])([H])[H])[Si]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]3:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[S]2(=[O])=[O]):[C]([H]):[C]:1[H]
