SMILES_Source,SMILES
CSD_SMILES,O=C1CC(N1)S(=O)(=O)c1ccccc1
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]([S](=[O])(=[O])[C@]2([H])[N]([H])[C](=[O])[C]2([H])[H]):[C]([H]):[C]:1[H]
