SMILES_Source,SMILES
CSD_SMILES,Br[La](Br)(Br)(N#CC)(N#CC)(N#CC)(N#CC)N#CC
RDKit_SMILES_EXPL,[H][C]([H])([H])[C]#[N][La]([Br])([Br])([Br])([N]#[C][C]([H])([H])[H])([N]#[C][C]([H])([H])[H])([N]#[C][C]([H])([H])[H])[N]#[C][C]([H])([H])[H]
