SMILES_Source,SMILES
CSD_SMILES,Cl[Ru]1(=Cc2ccccc2C(C)N1(C)C)(Cl)[C]1N(CCN1c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
RDKit_SMILES_EXPL,[H][C]1=[Ru@OH10]([Cl])([Cl])([CH]2[N]([C]3:[C]([C]([H])([H])[H]):[C]([H]):[C]([C]([H])([H])[H]):[C]([H]):[C]:3[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[N]2[C]2:[C]([C]([H])([H])[H]):[C]([H]):[C]([C]([H])([H])[H]):[C]([H]):[C]:2[C]([H])([H])[H])[N]([C]([H])([H])[H])([C]([H])([H])[H])[C@]([H])([C]([H])([H])[H])[C]2:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:21
