SMILES_Source,SMILES
CSD_SMILES,FC(F)(F)c1cccc(c1)N1CC2(Cl)OC3(Br)CC(C2C3I)C1=O
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([N]2[C](=[O])[C@]3([H])[C]([H])([H])[C@]4([Br])[O][C@]([Cl])([C]2([H])[H])[C@@]3([H])[C@@]4([H])[I]):[C]([H]):[C]([C]([F])([F])[F]):[C]:1[H]
