SMILES_Source,SMILES
CSD_SMILES,[H]1[Si](Cl)(Cl)(Cl)[Mn]23451(C#O)(C#O)c1c2c3c4(C)c51
RDKit_SMILES_EXPL,[H][C]([H])([H])[C@]12:[C@]3([H]):[C@]4([H]):[C@]5([H]):[C@@]:1([H])[Mn]45321([C]#[O])([C]#[O])[H][SiH]1([Cl])([Cl])[Cl]
