SMILES_Source,SMILES
CSD_SMILES,O=C1Nc2ccccc2C2=C1CCc1ccccc21
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([H]):[C]2:[C](:[C]:1[H])[C]1=[C]([C](=[O])[N]2[H])[C]([H])([H])[C]([H])([H])[C]2:[C]([H]):[C]([H]):[C]([H]):[C]([H]):[C]:21
