SMILES_Source,SMILES
CSD_SMILES,CO1CCO(C)[Eu]231(N=C=S)(N(c1c(cccc1C(C)C)C(C)C)C1=C(N2c2c(cccc2C(C)C)C(C)C)c2cccc4cccc1c24)O(C)CCO3C
RDKit_SMILES_EXPL,[H][C]1:[C]([H]):[C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H]):[C]([N]2[C]3=[C]([C]4:[C]([H]):[C]([H]):[C]([H]):[C]5:[C]([H]):[C]([H]):[C]([H]):[C]3:[C]:4:5)[N]([C]3:[C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H]):[C]([H]):[C]([H]):[C]([H]):[C]:3[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[Eu]234([N]=[C]=[S])([O]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[O]3[C]([H])([H])[H])[O]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[O]4[C]([H])([H])[H]):[C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H]):[C]:1[H]
